epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,451.07,1.67572,1.25871,1.54241,0.74393,0.70898,0.79036,0.41282,1.64316,0.98754,1.51263,0.0076834,0.0076834,0.0076834
119,454.854,1.66714,1.25636,1.51761,0.79263,0.72656,0.79644,0.40665,1.77523,1.02767,1.54739,0.0076636,0.0076636,0.0076636
120,458.639,1.62813,1.24343,1.46335,0.77285,0.75195,0.80906,0.41484,1.66767,0.96048,1.45401,0.0076438,0.0076438,0.0076438
121,462.416,1.64244,1.23423,1.4881,0.79877,0.79077,0.84774,0.43914,1.50266,0.90886,1.37281,0.007624,0.007624,0.007624
122,466.205,1.6505,1.26887,1.49833,0.82782,0.75391,0.8602,0.48779,1.43603,0.88915,1.36787,0.0076042,0.0076042,0.0076042
123,469.992,1.62544,1.27046,1.47175,0.82768,0.75,0.84738,0.4733,1.44514,0.92417,1.38741,0.0075844,0.0075844,0.0075844
124,473.777,1.62295,1.23399,1.47506,0.8794,0.73047,0.85255,0.47509,1.41831,0.97667,1.32973,0.0075646,0.0075646,0.0075646
125,477.548,1.61771,1.23931,1.47277,0.83155,0.76166,0.85473,0.50552,1.45288,0.9492,1.36358,0.0075448,0.0075448,0.0075448
126,481.331,1.64388,1.2223,1.48765,0.83419,0.73633,0.83389,0.46543,1.49083,0.92611,1.39405,0.007525,0.007525,0.007525
127,485.106,1.60177,1.22481,1.45939,0.75845,0.75195,0.82166,0.45902,1.4713,0.93657,1.38328,0.0075052,0.0075052,0.0075052
128,488.913,1.58961,1.20596,1.46399,0.8091,0.72461,0.81404,0.4182,1.43103,1.01704,1.35679,0.0074854,0.0074854,0.0074854
129,492.712,1.56731,1.15545,1.45494,0.80654,0.76543,0.83268,0.44194,1.62825,0.97611,1.43034,0.0074656,0.0074656,0.0074656
130,496.482,1.55578,1.19169,1.44314,0.79238,0.79297,0.84514,0.43422,1.56241,0.91853,1.40974,0.0074458,0.0074458,0.0074458
131,500.268,1.58163,1.20889,1.4432,0.85066,0.81641,0.89622,0.52105,1.30812,0.77751,1.28949,0.007426,0.007426,0.007426
132,504.067,1.60892,1.19895,1.46515,0.86099,0.78125,0.88255,0.49846,1.40425,0.79175,1.32807,0.0074062,0.0074062,0.0074062
133,507.841,1.56691,1.15664,1.41424,0.79368,0.78516,0.86295,0.47285,1.40628,0.84916,1.34022,0.0073864,0.0073864,0.0073864
134,511.641,1.59233,1.18555,1.45917,0.81975,0.84766,0.88981,0.55015,1.22602,0.72509,1.25007,0.0073666,0.0073666,0.0073666
135,515.429,1.56112,1.12543,1.42061,0.84668,0.81055,0.88416,0.51508,1.40921,0.80799,1.33553,0.0073468,0.0073468,0.0073468
136,519.202,1.58231,1.1934,1.44193,0.83065,0.80474,0.87352,0.49448,1.54682,0.83931,1.38202,0.007327,0.007327,0.007327
137,523.007,1.57715,1.1924,1.45303,0.81023,0.80859,0.86485,0.50016,1.45153,0.80575,1.36754,0.0073072,0.0073072,0.0073072
138,526.8,1.56168,1.13627,1.41387,0.75913,0.72634,0.78,0.40913,1.61134,0.94271,1.44957,0.0072874,0.0072874,0.0072874
139,530.591,1.52885,1.12696,1.40018,0.82991,0.79688,0.87633,0.48937,1.52217,0.79356,1.39987,0.0072676,0.0072676,0.0072676
140,534.392,1.5196,1.12039,1.41236,0.81105,0.80469,0.87663,0.51778,1.31695,0.76743,1.27951,0.0072478,0.0072478,0.0072478
141,538.166,1.52934,1.11427,1.40805,0.78576,0.81445,0.86141,0.48172,1.37308,0.88163,1.32549,0.007228,0.007228,0.007228
142,541.929,1.55699,1.15239,1.44728,0.87153,0.83789,0.90967,0.54617,1.23982,0.71938,1.25055,0.0072082,0.0072082,0.0072082
143,545.734,1.55134,1.13529,1.43749,0.84679,0.83119,0.90112,0.54798,1.25634,0.73185,1.24916,0.0071884,0.0071884,0.0071884
144,549.519,1.56234,1.14201,1.41981,0.69333,0.51222,0.60901,0.31179,1.7976,1.61967,1.56377,0.0071686,0.0071686,0.0071686
145,553.314,1.51864,1.09781,1.37524,0.87229,0.80664,0.89743,0.54264,1.26483,0.73838,1.25451,0.0071488,0.0071488,0.0071488
146,557.082,1.52362,1.10632,1.42767,0.86249,0.82074,0.88511,0.49078,1.35195,0.77409,1.27152,0.007129,0.007129,0.007129
147,560.853,1.54443,1.14832,1.42657,0.85689,0.85352,0.90232,0.55639,1.2828,0.75921,1.2428,0.0071092,0.0071092,0.0071092
148,564.649,1.50996,1.09853,1.39319,0.77369,0.76953,0.83136,0.48225,1.43283,0.79669,1.3168,0.0070894,0.0070894,0.0070894
149,568.456,1.48702,1.07092,1.38966,0.88132,0.8412,0.9124,0.57793,1.37178,0.72226,1.27631,0.0070696,0.0070696,0.0070696
150,572.273,1.51284,1.09931,1.41982,0.85239,0.79883,0.89457,0.53812,1.49217,0.87222,1.35862,0.0070498,0.0070498,0.0070498
151,576.082,1.51518,1.10271,1.41625,0.82507,0.8383,0.87895,0.53827,1.29477,0.73173,1.26307,0.00703,0.00703,0.00703
152,579.886,1.48127,1.0632,1.38122,0.83103,0.73966,0.82546,0.44657,1.61749,0.86902,1.47545,0.0070102,0.0070102,0.0070102
153,583.674,1.47912,1.07436,1.37159,0.86896,0.875,0.93225,0.58715,1.22509,0.68837,1.19175,0.0069904,0.0069904,0.0069904
154,587.482,1.48115,1.10595,1.37484,0.87227,0.86695,0.92214,0.57133,1.22584,0.69954,1.18688,0.0069706,0.0069706,0.0069706
155,591.269,1.48045,1.07386,1.3833,0.83771,0.83676,0.91065,0.56526,1.35506,0.72536,1.25845,0.0069508,0.0069508,0.0069508
156,595.063,1.4698,1.04941,1.36506,0.87747,0.85352,0.92395,0.56833,1.35028,0.73346,1.27157,0.006931,0.006931,0.006931
157,598.824,1.47269,1.01995,1.35404,0.90665,0.85352,0.93301,0.58256,1.25884,0.69372,1.18638,0.0069112,0.0069112,0.0069112
158,602.608,1.47679,1.04256,1.37755,0.89056,0.86523,0.9234,0.58475,1.49492,0.75381,1.38707,0.0068914,0.0068914,0.0068914
159,606.384,1.46861,1.04258,1.37801,0.86709,0.82824,0.90687,0.52653,1.49582,0.7506,1.34283,0.0068716,0.0068716,0.0068716
160,610.174,1.49261,1.07454,1.37638,0.72668,0.76854,0.80451,0.41285,1.49682,0.91447,1.39326,0.0068518,0.0068518,0.0068518
161,613.976,1.46212,1.04084,1.36138,0.89683,0.86588,0.93713,0.61907,1.14797,0.64257,1.17934,0.006832,0.006832,0.006832
162,617.765,1.45216,1.04437,1.36338,0.89176,0.85284,0.92875,0.60344,1.17754,0.67992,1.19573,0.0068122,0.0068122,0.0068122
163,621.548,1.46315,1.0743,1.37181,0.88936,0.83205,0.92266,0.57775,1.30724,0.71886,1.27452,0.0067924,0.0067924,0.0067924
164,625.342,1.43333,1.01093,1.34743,0.92184,0.85232,0.93384,0.5982,1.22703,0.65106,1.21558,0.0067726,0.0067726,0.0067726
165,629.151,1.44529,1.02286,1.35882,0.88591,0.86449,0.92827,0.57484,1.22942,0.67578,1.22951,0.0067528,0.0067528,0.0067528
166,632.958,1.44636,1.02407,1.35749,0.91527,0.88672,0.94023,0.60818,1.17676,0.6224,1.17821,0.006733,0.006733,0.006733
167,636.773,1.41933,1.01329,1.322,0.90301,0.86719,0.93681,0.59243,1.30513,0.70509,1.20792,0.0067132,0.0067132,0.0067132
168,640.582,1.44092,1.02162,1.3399,0.90919,0.87891,0.93992,0.61805,1.21456,0.65095,1.20591,0.0066934,0.0066934,0.0066934
169,644.41,1.43499,1.01335,1.33065,0.8977,0.77126,0.8884,0.48785,1.48954,0.79479,1.36828,0.0066736,0.0066736,0.0066736
170,648.252,1.42002,1.00729,1.32807,0.90566,0.89997,0.95699,0.61966,1.3224,0.64388,1.2466,0.0066538,0.0066538,0.0066538
171,652.09,1.42314,0.97735,1.33927,0.89398,0.86914,0.94525,0.63069,1.15217,0.64575,1.17329,0.006634,0.006634,0.006634
172,655.876,1.39396,0.98343,1.33237,0.91046,0.91354,0.95841,0.61777,1.22607,0.68576,1.21348,0.0066142,0.0066142,0.0066142
173,659.676,1.41888,1.00692,1.33517,0.92363,0.88086,0.9478,0.62599,1.22639,0.64241,1.20776,0.0065944,0.0065944,0.0065944
174,663.479,1.40006,0.98482,1.33148,0.87343,0.87608,0.92851,0.59086,1.22297,0.67769,1.19095,0.0065746,0.0065746,0.0065746
175,667.288,1.3987,1.00105,1.32025,0.91008,0.86523,0.93735,0.59211,1.32238,0.70833,1.24123,0.0065548,0.0065548,0.0065548
176,671.136,1.37675,0.95055,1.30194,0.87423,0.80078,0.90003,0.55047,1.38462,0.71949,1.29502,0.006535,0.006535,0.006535
177,674.931,1.36771,0.97968,1.30898,0.91401,0.89648,0.94569,0.62809,1.18278,0.62222,1.17263,0.0065152,0.0065152,0.0065152
178,678.776,1.38728,0.98628,1.31267,0.90731,0.88477,0.94041,0.63758,1.10116,0.64715,1.14029,0.0064954,0.0064954,0.0064954
179,682.578,1.39266,1.00621,1.31349,0.90587,0.87891,0.94145,0.63879,1.20763,0.62853,1.19444,0.0064756,0.0064756,0.0064756
180,686.373,1.3735,0.97595,1.31331,0.9213,0.91451,0.96111,0.65934,1.12427,0.61018,1.14915,0.0064558,0.0064558,0.0064558
181,690.227,1.37511,0.96354,1.30121,0.92943,0.90025,0.96268,0.65414,1.14107,0.63625,1.16707,0.006436,0.006436,0.006436
182,694.047,1.35325,0.98598,1.29345,0.8993,0.88086,0.94398,0.57397,1.25833,0.68182,1.17261,0.0064162,0.0064162,0.0064162
183,697.867,1.37344,0.95836,1.29772,0.89546,0.9082,0.94593,0.63642,1.13652,0.62608,1.16112,0.0063964,0.0063964,0.0063964
184,701.721,1.35227,0.94143,1.29928,0.95203,0.91016,0.9585,0.65612,1.15143,0.5885,1.14247,0.0063766,0.0063766,0.0063766
185,705.535,1.34839,0.92772,1.27578,0.93323,0.89844,0.96242,0.66302,1.08791,0.58841,1.11469,0.0063568,0.0063568,0.0063568
186,709.352,1.34754,0.94381,1.26823,0.90726,0.87695,0.94977,0.64366,1.11166,0.64382,1.16133,0.006337,0.006337,0.006337
187,713.193,1.35108,0.94249,1.28895,0.93712,0.91211,0.96642,0.68512,1.00087,0.54501,1.09278,0.0063172,0.0063172,0.0063172
